ID,Title,Relase,Audience Rating,Runtime,Genre,IMDB Rating,Votes,Box Office Earnings,Director,Actors,Description,Genre1,Genre2,Genre3,Drama,Crime,Adventure,Romance,SciFi,War,Family,Music,Comedy,Mystery,Musical,Biography,Action,Western,Thriller,Horror,FilmNoir,Fantasy,Sport,History,clean_plot,genre_new
773,The Magdalene Sisters,-2002,R,114 min,Drama,7.7,"25,531","25,531",Peter Mullan,"[Eileen Walsh, Dorothy Duffy, Nora-Jane Noone, Anne-Marie Duff]",Three young Irish women struggle to maintain their spirits while they endure dehumanizing abuse as inmates of a Magdalene Sisters Asylum.,Drama,None,None,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,three young irish women struggle maintain spirits endure dehumanizing abuse inmates magdalene sisters asylum,['Drama']
774,21 Grams,-2003,R,124 min,"Crime, Drama, Thriller",7.7,"2,20,715","2,20,715",Alejandro G. Iñárritu,"[Sean Penn, Benicio Del Toro, Naomi Watts, Danny Huston]","A freak accident brings together a critically ill mathematician, a grieving mother, and a born-again ex-con.",Crime,Drama,Thriller,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,freak accident brings together critically ill mathematician grieving mother born ex con,"['Crime', ' Drama', ' Thriller']"
775,Finding Neverland,-2004,PG,106 min,"Biography, Drama, Family",7.7,"1,95,925","1,95,925",Marc Forster,"[Johnny Depp, Kate Winslet, Julie Christie, Radha Mitchell]",The story of Sir J.M. Barries friendship with a family who inspired him to create Peter Pan.,Biography,Drama,Family,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,story sir j barries friendship family inspired create peter pan,"['Biography', ' Drama', ' Family']"
776,Good Bye Lenin!,-2003,R,121 min,"Comedy, Drama, Romance",7.7,"1,35,255","1,35,255",Wolfgang Becker,"[Daniel Brühl, Katrin Saß, Chulpan Khamatova, Florian Lukas]","In 1990, to protect his fragile mother from a fatal shock after a long coma, a young man must keep her from learning that her beloved nation of East Germany as she knew it has disappeared.",Comedy,Drama,Romance,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,protect fragile mother fatal shock long coma young man must keep learning beloved nation east germany knew disappeared,"['Comedy', ' Drama', ' Romance']"
777,In America,-2002,PG-13,105 min,Drama,7.7,"39,988","39,988",Jim Sheridan,"[Paddy Considine, Samantha Morton, Djimon Hounsou, Sarah Bolger]",A family of Irish immigrants adjust to life on the mean streets of Hells Kitchen while also grieving the death of a child.,Drama,None,None,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,family irish immigrants adjust life mean streets hells kitchen also grieving death child,['Drama']
778,I Am Sam,-2001,PG-13,132 min,Drama,7.7,"1,40,745","1,40,745",Jessie Nelson,"[Sean Penn, Michelle Pfeiffer, Dakota Fanning, Dianne Wiest]",A mentally handicapped man fights for custody of his 7-year-old daughter and in the process teaches his cold-hearted lawyer the value of love and family.,Drama,None,None,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mentally handicapped man fights custody year old daughter process teaches cold hearted lawyer value love family,['Drama']
779,Adaptation.,-2002,R,115 min,"Comedy, Drama",7.7,"1,73,253","1,73,253",Spike Jonze,"[Nicolas Cage, Meryl Streep, Chris Cooper, Tilda Swinton]",A lovelorn screenwriter becomes desperate as he tries and fails to adapt The Orchid Thief by Susan Orlean for the screen.,Comedy,Drama,None,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,lovelorn screenwriter becomes desperate tries fails adapt orchid thief susan orlean screen,"['Comedy', ' Drama']"
780,Black Hawk Down,-2001,R,144 min,"Drama, History, War",7.7,"3,56,885","3,56,885",Ridley Scott,"[Josh Hartnett, Ewan McGregor, Tom Sizemore, Eric Bana]",160 elite U.S. soldiers drop into Somalia to capture two top lieutenants of a renegade warlord and find themselves in a desperate battle with a large force of heavily-armed Somalis.,Drama,History,War,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,elite u soldiers drop somalia capture two top lieutenants renegade warlord find desperate battle large force heavily armed somalis,"['Drama', ' History', ' War']"
781,Road to Perdition,-2002,R,117 min,"Crime, Drama, Thriller",7.7,"2,41,613","2,41,613",Sam Mendes,"[Tom Hanks, Tyler Hoechlin, Rob Maxey, Liam Aiken]","A mob enforcers son witnesses a murder, forcing him and his father to take to the road, and his father down a path of redemption and revenge.",Crime,Drama,Thriller,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,mob enforcers son witnesses murder forcing father take road father path redemption revenge,"['Crime', ' Drama', ' Thriller']"
782,The Experiment,-2001,R,120 min,"Drama, Thriller",7.7,"89,780","89,780",Oliver Hirschbiegel,"[Moritz Bleibtreu, Christian Berkel, Oliver Stokowski, Wotan Wilke Möhring]","For two weeks, 20 male participants are hired to play prisoners and guards in a prison. The ""prisoners"" have to follow seemingly mild rules, and the ""guards"" are told to retain order without using physical violence.",Drama,Thriller,None,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,two weeks male participants hired play prisoners guards prison prisoners follow seemingly mild rules guards told retain order without using physical violence,"['Drama', ' Thriller']"
783,Billy Elliot,-2000,R,110 min,"Drama, Music",7.7,"1,23,422","1,23,422",Stephen Daldry,"[Jamie Bell, Julie Walters, Jean Heywood, Jamie Draven]",A talented young boy becomes torn between his unexpected love of dance and the disintegration of his family.,Drama,Music,None,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,talented young boy becomes torn unexpected love dance disintegration family,"['Drama', ' Music']"
784,Hedwig and the Angry Inch,-2001,R,95 min,"Comedy, Drama, Music",7.7,"31,345","31,345",John Cameron Mitchell,"[John Cameron Mitchell, Miriam Shor, Stephen Trask, Theodore Liscinski]",A transgender punk-rock girl from East Berlin tours the U.S. with her band as she tells her life story and follows the former lover/band-mate who stole her songs.,Comedy,Drama,Music,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,transgender punk rock girl east berlin tours u band tells life story follows former lover band mate stole songs,"['Comedy', ' Drama', ' Music']"
785,Oceans Eleven,-2001,PG-13,116 min,"Crime, Thriller",7.7,"5,02,003","5,02,003",Steven Soderbergh,"[George Clooney, Brad Pitt, Julia Roberts, Matt Damon]",Danny Ocean and his ten accomplices plan to rob three Las Vegas casinos simultaneously.,Crime,Thriller,None,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,danny ocean ten accomplices plan rob three las vegas casinos simultaneously,"['Crime', ' Thriller']"
786,Vampire Hunter D: Bloodlust,-2000,R,103 min,"Animation, Action, Fantasy",7.7,"28,441","28,441",Yoshiaki Kawajiri,"[Andrew Philpot, John Rafter Lee, Pamela Adlon, Wendee Lee]","When a girl is abducted by a vampire, a legendary bounty hunter is hired to bring her back.",Animation,Action,Fantasy,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,girl abducted vampire legendary bounty hunter hired bring back,"['Animation', ' Action', ' Fantasy']"
787,"O Brother, Where Art Thou?",-2000,PG-13,107 min,"Adventure, Comedy, Crime",7.7,"2,78,021","2,78,021",Joel Coen,"[Ethan Coen, George Clooney, John Turturro, Tim Blake Nelson]","In the deep south during the 1930s, three escaped convicts search for hidden treasure while a relentless lawman pursues them.",Adventure,Comedy,Crime,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,deep south three escaped convicts search hidden treasure relentless lawman pursues,"['Adventure', ' Comedy', ' Crime']"
788,Interstate 60: Episodes of the Road,-2002,R,116 min,"Adventure, Comedy, Drama",7.7,"29,247","29,247",Bob Gale,"[James Marsden, Gary Oldman, Kurt Russell, Matthew Edison]","Neal Oliver, a very confused young man and an artist, takes a journey of a lifetime on a highway I60 that doesnt exist on any of the maps, going to the places he never even heard of, searching for an answer and his dreamgirl.",Adventure,Comedy,Drama,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,neal oliver confused young man artist takes journey lifetime highway doesnt exist maps going places never even heard searching answer dreamgirl,"['Adventure', ' Comedy', ' Drama']"
789,"South Park: Bigger, Longer & Uncut",-1999,R,81 min,"Animation, Comedy, Fantasy",7.7,"1,89,412","1,89,412",Trey Parker,"[Trey Parker, Matt Stone, Mary Kay Bergman, Isaac Hayes]","When Stan Marsh and his friends go see an R-rated movie, they start cursing and their parents think that Canada is to blame.",Animation,Comedy,Fantasy,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,stan marsh friends go see r rated movie start cursing parents think canada blame,"['Animation', ' Comedy', ' Fantasy']"
790,Office Space,-1999,R,89 min,Comedy,7.7,"2,36,820","2,36,820",Mike Judge,"[Ron Livingston, Jennifer Aniston, David Herman, Ajay Naidu]",Three company workers who hate their jobs decide to rebel against their greedy boss.,Comedy,None,None,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,three company workers hate jobs decide rebel greedy boss,['Comedy']
791,Happiness,-1998,Unrated,134 min,"Comedy, Drama",7.7,"65,183","65,183",Todd Solondz,"[Jane Adams, Jon Lovitz, Philip Seymour Hoffman, Dylan Baker]","The lives of several individuals intertwine as they go about their lives in their own unique ways, engaging in acts society as a whole might find disturbing in a desperate search for human connection.",Comedy,Drama,None,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,lives several individuals intertwine go lives unique ways engaging acts society whole might find disturbing desperate search human connection,"['Comedy', ' Drama']"
792,Training Day,-2001,R,122 min,"Crime, Drama, Thriller",7.7,"3,79,519","3,79,519",Antoine Fuqua,"[Denzel Washington, Ethan Hawke, Scott Glenn, Tom Berenger]",A rookie cop spends his first day as a Los Angeles narcotics officer with a rogue detective who isnt what he appears to be.,Crime,Drama,Thriller,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,rookie cop spends first day los angeles narcotics officer rogue detective isnt appears,"['Crime', ' Drama', ' Thriller']"
793,Rushmore,-1998,R,93 min,"Comedy, Drama, Romance",7.7,"1,65,166","1,65,166",Wes Anderson,"[Jason Schwartzman, Bill Murray, Olivia Williams, Seymour Cassel]",The extracurricular king of Rushmore Preparatory School is put on academic probation.,Comedy,Drama,Romance,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,extracurricular king rushmore preparatory school put academic probation,"['Comedy', ' Drama', ' Romance']"
794,Being John Malkovich,-1999,R,113 min,"Comedy, Drama, Fantasy",7.7,"3,02,410","3,02,410",Spike Jonze,"[John Cusack, Cameron Diaz, Catherine Keener, John Malkovich]",A puppeteer discovers a portal that leads literally into the head of movie star John Malkovich.,Comedy,Drama,Fantasy,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,puppeteer discovers portal leads literally head movie star john malkovich,"['Comedy', ' Drama', ' Fantasy']"
795,As Good as It Gets,-1997,PG-13,139 min,"Comedy, Drama, Romance",7.7,"2,68,943","2,68,943",James L. Brooks,"[Jack Nicholson, Helen Hunt, Greg Kinnear, Cuba Gooding Jr.]","A single mother and waitress, a misanthropic author, and a gay artist form an unlikely friendship after the artist is assaulted in a robbery.",Comedy,Drama,Romance,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,single mother waitress misanthropic author gay artist form unlikely friendship artist assaulted robbery,"['Comedy', ' Drama', ' Romance']"
796,The Fifth Element,-1997,PG-13,126 min,"Action, Adventure, SciFi",7.7,"4,24,289","4,24,289",Luc Besson,"[Bruce Willis, Milla Jovovich, Gary Oldman, Ian Holm]","In the colorful future, a cab driver unwittingly becomes the central figure in the search for a legendary cosmic weapon to keep Evil and Mr. Zorg at bay.",Action,Adventure,SciFi,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,colorful future cab driver unwittingly becomes central figure search legendary cosmic weapon keep evil mr zorg bay,"['Action', ' Adventure', ' SciFi']"
797,Le Dîner de Cons,-1998,PG-13,80 min,Comedy,7.7,"36,468","36,468",Francis Veber,"[Thierry Lhermitte, Jacques Villeret, Francis Huster, Daniel Prévost]","A few friends have a weekly fools dinner, where each brings a fool along. Pierre finds a champion fool for next dinner. Surprise.",Comedy,None,None,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,friends weekly fools dinner brings fool along pierre finds champion fool next dinner surprise,['Comedy']
798,Donnie Brasco,-1997,R,127 min,"Biography, Crime, Drama",7.7,"2,70,177","2,70,177",Mike Newell,"[Al Pacino, Johnny Depp, Michael Madsen, Bruno Kirby]","An FBI undercover agent infiltrates the mob and finds himself identifying more with the mafia life, at the expense of his regular one.",Biography,Crime,Drama,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,fbi undercover agent infiltrates mob finds identifying mafia life expense regular one,"['Biography', ' Crime', ' Drama']"
799,Shine,-1996,PG-13,105 min,"Biography, Drama, Music",7.7,"50,365","50,365",Scott Hicks,"[Geoffrey Rush, Armin Mueller-Stahl, Justin Braine, Sonia Todd]","Pianist David Helfgott, driven by his father and teachers, has a breakdown. Years later he returns to the piano, to popular if not critical acclaim.",Biography,Drama,Music,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,pianist david helfgott driven father teachers breakdown years later returns piano popular critical acclaim,"['Biography', ' Drama', ' Music']"
800,Primal Fear,-1996,R,129 min,"Crime, Drama, Mystery",7.7,"1,79,815","1,79,815",Gregory Hoblit,"[Richard Gere, Laura Linney, Edward Norton, John Mahoney]","An altar boy is accused of murdering a priest, and the truth is buried several layers deep.",Crime,Drama,Mystery,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,altar boy accused murdering priest truth buried several layers deep,"['Crime', ' Drama', ' Mystery']"
801,Hamlet,-1996,PG-13,242 min,Drama,7.7,"35,429","35,429",Kenneth Branagh,"[Kenneth Branagh, Julie Christie, Derek Jacobi, Kate Winslet]","Hamlet, Prince of Denmark, returns home to find his father murdered and his mother remarrying the murderer, his uncle. Meanwhile, war is brewing.",Drama,None,None,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,hamlet prince denmark returns home find father murdered mother remarrying murderer uncle meanwhile war brewing,['Drama']
802,A Little Princess,-1995,G,97 min,"Drama, Family, Fantasy",7.7,"31,324","31,324",Alfonso Cuarón,"[Liesel Matthews, Eleanor Bron, Liam Cunningham, Rusty Schwimmer]",A young girl is relegated to servitude at a boarding school when her father goes missing and is presumed dead.,Drama,Family,Fantasy,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,young girl relegated servitude boarding school father goes missing presumed dead,"['Drama', ' Family', ' Fantasy']"
803,Il Postino,-1994,PG,108 min,"Biography, Comedy, Drama",7.7,"32,677","32,677",Michael Radford,"[Massimo Troisi, Massimo Troisi, Philippe Noiret, Maria Grazia Cucinotta]","A simple Italian postman learns to love poetry while delivering mail to a famous poet, and then uses this to woo local beauty Beatrice.",Biography,Comedy,Drama,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,simple italian postman learns love poetry delivering mail famous poet uses woo local beauty beatrice,"['Biography', ' Comedy', ' Drama']"
804,Clerks,-1994,R,92 min,Comedy,7.7,"2,08,722","2,08,722",Kevin Smith,"[""Brian OHalloran"", Jeff Anderson, Marilyn Ghigliotti, Lisa Spoonauer]","A day in the lives of two convenience clerks named Dante and Randal as they annoy customers, discuss movies, and play hockey on the store roof.",Comedy,None,None,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,day lives two convenience clerks named dante randal annoy customers discuss movies play hockey store roof,['Comedy']
805,Short Cuts,-1993,R,188 min,"Comedy, Drama",7.7,"41,416","41,416",Robert Altman,"[Andie MacDowell, Julianne Moore, Tim Robbins, Bruce Davison]",The day-to-day lives of several suburban Los Angeles residents.,Comedy,Drama,None,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,day day lives several suburban los angeles residents,"['Comedy', ' Drama']"
806,Philadelphia,-1993,PG-13,125 min,Drama,7.7,"2,18,746","2,18,746",Jonathan Demme,"[Tom Hanks, Denzel Washington, Roberta Maxwell, Buzz Kilman]","When a man with HIV is fired by his law firm because of his condition, he hires a homophobic small time lawyer as the only willing advocate for a wrongful dismissal suit.",Drama,None,None,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,man hiv fired law firm condition hires homophobic small time lawyer willing advocate wrongful dismissal suit,['Drama']
807,The Muppet Christmas Carol,-1992,G,85 min,"Comedy, Drama, Family",7.7,"46,243","46,243",Brian Henson,"[Michael Caine, Dave Goelz, The Great Gonzo, Steve Whitmire]",The Muppet characters tell their version of the classic tale of an old and bitter misers redemption on Christmas Eve.,Comedy,Drama,Family,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,muppet characters tell version classic tale old bitter misers redemption christmas eve,"['Comedy', ' Drama', ' Family']"
